Option ID,Option name,,,,,,,,,
339,Termination - Fee Paid,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
341,Burpengary/ DayB / Narangba / Caboolture - QLD,,,,,,,,,
342,Aberglasslyn / Rutherford/ Maitland - NSW,,,,,,,,,
343,Tara - QLD,,,,,,,,,
344,Lucas M Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
345,Phil B Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
346,Travis M Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
347,GIG,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
348,Trade Partner,Person,Label,Single option,label,,,,,
349,Real Estate Agency,Organisation,Label,Single option,label,,,,,
350,Solar Provider,Person,Label,Single option,label,,,,,
351,Solar Provider,Organisation,Label,Single option,label,,,,,
352,Low,Activity,Priority,Single option,priority,,,,,
353,Medium,Activity,Priority,Single option,priority,,,,,
354,High,Activity,Priority,Single option,priority,,,,,
355,Insurance Broker,Organisation,Label,Single option,label,,,,,
356,Trade Partner,Organisation,Label,Single option,label,,,,,
357,Insurance Broker,Person,Label,Single option,label,,,,,
358,Farm,Deal,Type of Property,Single option,ac2df257189a69470f42ea1de55c4a81a571da43,,,,,
359,Jasreal Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
360,Valley Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
361,Josh O,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
362,Kane T,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
363,Lucas M,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
364,Phil B,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
365,Travis M,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
366,Josh Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
367,Kane Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
368,Dan Hancock Plumbing,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
369,Maintenance,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
370,Extra Mile Air and Solar,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
371,Dalton Partners Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
372,McGrath Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
373,Pardes Lawn and Garden,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
374,Hunter Premium Skylights,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
375,Able Roof Maintenance,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
376,Reclaim Solar Energy,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
377,Century 21 Platinum Agents Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
378,Elders Real Estate Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
379,Your Realty Gympie & Cooloola,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
380,Premier Team Building,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
381,Andersen Pest Services,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
382,Cal D,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
383,Telfer Home Improvements,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
384,Checkmate Safety,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
385,East Coast Independent Property Inspections,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
386,Inspectrite,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
387,Pro Solar and Electrical,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
388,Tyson Lee (Solar),Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
390,Grenfell - NSW,,,,,,,,,
391,Kaelyann Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
392,Strata Manager,Person,Label,Single option,label,,,,,
393,Third Party Administrator,Organisation,Label,Single option,label,,,,,
394,Denied by INS,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
395,Engineer appointed by INS,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
396,Escalated to Manager (INS),Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
397,Escalated Internally,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
398,Requires IDR,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
399,IDR Submitted,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
400,Denial Overturned,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
401,Dual Inspection Required,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
402,Dual Inspection Completed,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
403,AFCA Submission Required,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
404,AFCA Submission Completed,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
405,AFCA Resolution at Mediation,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
406,AFCA Case Management,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
407,Awarded Non-Financial Compensation,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
408,Awarded Professional Service Fees,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
409,Vulnerable Client,Deal,Escalation Flags,Multiple options,5a01392ec9cdffcd6124523f222200d9d0c858c1,,,,,
410,Ceri Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
411,Chloe Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
412,Kaelyann Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
413,Katanah Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
414,Historical Damage,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
415,Ellen - Outbound,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
416,COWRA - NSW,,,,,,,,,
417,Leah Jay,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
418,Before Inspection,Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
419,Signed At Inspection (Roof Inspector),Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
420,After Inspection Completed,Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
421,Yes,Deal,Engagement Signed with Field Rep (DONT USE),Multiple options,ddb243d3ddf563b19f3aa4aa1c13d66963097a01,,,,,
422,GIG - Unqualified,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
423,Gatton Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
424,Was emailed to them and wants time,Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
425,Yes - Installed Corflute,Deal,Corflute Installed (+photo),Multiple options,84f7b682608968f62ffca55f8b2347fbc7d28e31,,,,,
426,Newcastle Leaf Guard,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
427,Start,Deal,Automation,Single option,78424010814f8335ccb026557180dc0773bbe41c,,,,,
428,Repeat,Deal,Automation,Single option,78424010814f8335ccb026557180dc0773bbe41c,,,,,
429,Waiting on Loss Adjuster,Deal,Reason for Exceeding SLA,Multiple options,5a0cdc46048a53a811a1db687f63097e87327758,,,,,
430,Harry BDM,,,,,,,,,
431,James Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
432,James S,Deal,Property Inspector (DONT USE),Single option,9956f3f259340722e9468b533c107f1abc1d7d4c,,,,,
433,Luke B Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
434,Prospector,Deal,Source channel,Single option,channel,,,,,
435,Lead Suggestions,Deal,Source channel,Single option,channel,,,,,
436,Web forms,Deal,Source channel,Single option,channel,,,,,
437,Chatbot,Deal,Source channel,Single option,channel,,,,,
438,Live chat,Deal,Source channel,Single option,channel,,,,,
439,Web visitors,Deal,Source channel,Single option,channel,,,,,
440,Campaigns,Deal,Source channel,Single option,channel,,,,,
441,Marketplace,Deal,Source channel,Single option,channel,,,,,
442,Messaging Inbox,Deal,Source channel,Single option,channel,,,,,
443,Harry - BDM lost,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
444,Apollo Solar,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
456,AAI,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
457,Allianz,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
458,Auto General,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
459,Defence,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
460,Hollard,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
461,IAG,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
462,Lloyds,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
463,Other,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
464,QBE,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
465,RACQ,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
466,YOUI,Organisation,Insurer Group,Single option,5e07e5dbc82cd720aeaf4f3948a3c2ed762713b1,,,,,
467,Insurer,Organisation,Label,Single option,label,,,,,
468,Yes,Deal,Safety Checklist Completed (Company Cam),Multiple options,397c7e25c1791312d9c28c58464ab8aa6cc9aa7d,,,,,
469,Dave T Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
470,Maddie Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
471,Stanthorpe - QLD,,,,,,,,,
472,Lost - Body Corporate,Deal,Lost reason,Lost reason (Single option),lost_reason,,,,,
473,Vulnerable Client,Person,Label,Single option,label,,,,,
474,Taya Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
475,Goondiwindi - QLD,,,,,,,,,
476,Ceri,Person,InHouse Contact,Multiple options,f98f3b48a7b25ff66f53864a4656a388c55fb6c6,,,,,
481,Laidley Spring Festival,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
482,Solr Clean,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
483,YESClaims Website,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
484,Bendigo,,,,,,,,,
485,Bell - QLD,,,,,,,,,
486,Dubbo - NSW,,,,,,,,,
487,Marketing Activities (internal),Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
489,Duplex,Deal,Type of Property,Single option,ac2df257189a69470f42ea1de55c4a81a571da43,,,,,
490,Professionals (real estate) Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
491,Ray White - Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
492,Nashville Property - Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
493,Hot Property Real Estate,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
494,Anchor Realty - Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
495,Merton Property Co - Gympie,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
496,Engagement Sent (Automation),Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
497,Completed Online (Automation),Deal,Engagement Sent/Signed:,Multiple options,742e60001bd9d7b3d4e6c2e51eeb0c03cb3b242b,,,,,
498,Sent,Deal,PIC Sent/Signed,Multiple options,9ad130cddc1b6dfa81783ee9a6a811ac61319df2,,,,,
499,Signed,Deal,PIC Sent/Signed,Multiple options,9ad130cddc1b6dfa81783ee9a6a811ac61319df2,,,,,
500,Referral Factory - Campaign,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
501,GMS - Brand,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
502,Yes,Person,Referral Partner:,Multiple options,37b3655689f63ae6a4d9f791a76f57e48a4a5c63,,,,,
503,No,Person,Referral Partner:,Multiple options,37b3655689f63ae6a4d9f791a76f57e48a4a5c63,,,,,
504,Joel Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
505,Michael Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
506,Stephen H Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
507,Variations N/A,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
508,$1200 Excess Coverage,Deal,Marketing Campaign (Offer),Multiple options,b7a4bca5421cffa272bf2bba0396d53925220272,,,,,
509,$1000 Roof Upgrade Credit,Deal,Marketing Campaign (Offer),Multiple options,b7a4bca5421cffa272bf2bba0396d53925220272,,,,,
510,$400 Charity Donation,Deal,Marketing Campaign (Offer),Multiple options,b7a4bca5421cffa272bf2bba0396d53925220272,,,,,
511,2x $200 Visa Gift Card,Deal,Marketing Campaign (Offer),Multiple options,b7a4bca5421cffa272bf2bba0396d53925220272,,,,,
512,Black Diamond,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
513,Toobeah - QLD,,,,,,,,,
514,ABC Group,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
515,ABIS,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
516,Advanced Building Solutions,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
517,Air Assess,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
518,Aizer,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
519,AJ Grant,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
520,Ambrose,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
521,ARC,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
522,Aus North,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
523,Aussie Wide Builders,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
524,Australis Roofing,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
525,Bay Building Group,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
526,Campbell Construction,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
527,Claims Central Consolidated,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
528,Commerce Building,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
529,Construct Services,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
530,Dakwal,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
531,DJL,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
532,Ezy Projects,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
533,Home Repair,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
534,InTouch Projects,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
535,John Lyng Group,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
536,Kingston Building Austtralia,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
537,Liebke,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
538,MK3,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
539,Nexus,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
540,Nth Star,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
541,Nuveau,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
542,One Solutions,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
543,OTHER - Not Listed,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
544,Pattersons,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
545,Pro Line,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
546,ProBuild,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
547,Profile Build Group,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
548,RCC National,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
549,Reconstruct Services,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
550,Responsive Building,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
551,Rizon,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
552,RPF,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
553,Sanbeck,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
554,Signature Roofing,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
555,Tallan Group,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
556,Townsend,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
557,Unique Building Services,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
558,Watermark Constructions,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
559,White Wolf Construction,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
560,Test/Fake,,,,,,,,,
562,Emerald - QLD,,,,,,,,,
563,Australia Insurance Builders,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
564,National Roof Report,Deal,Name of Panel Builder,Multiple options,5d68a43eca6fa7f47bcfb837e2a858122b5417e6,,,,,
565,Taylah Cochran Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
566,B2B REFERRAL PARTNER,Organisation,Label,Single option,label,,,,,
567,Scott Rodman - Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
568,KINGAROY - QLD,,,,,,,,,
569,GMS - Lead Form,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
570,GLEN INNES - NSW,,,,,,,,,
571,SMS Marketing,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
573,Grafton - NSW,,,,,,,,,
574,Lodge before inspection,Deal,Lodge Claim Before Inspection,Multiple options,478729c56486c04ecbda512102e368bda45a9258,,,,,
575,Montanta Clay Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
576,Charlotte Door Knock,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
577,Email Marketing - Claim Lodged upfront,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
578,ARMIDALE - NSW,,,,,,,,,
579,Glen Innes Services Club,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
580,Ray White - Glen Innes,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
581,Highlands Real Estate - Glen Innes,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
582,Yes,Deal,Inspection to proceed,Multiple options,9e2489ae469b726e65a8c15d67eb6e5b00b3d4d1,,,,,
583,No,Deal,Inspection to proceed,Multiple options,9e2489ae469b726e65a8c15d67eb6e5b00b3d4d1,,,,,
584,Further Review,Deal,Inspection to proceed,Multiple options,9e2489ae469b726e65a8c15d67eb6e5b00b3d4d1,,,,,
585,Yes,Deal,Confirm B2B Referral Paid,Single option,b94dd72bbd71e66917c6d4b9c589727e0d4b4ca9,,,,,
586,No,Deal,Confirm B2B Referral Paid,Single option,b94dd72bbd71e66917c6d4b9c589727e0d4b4ca9,,,,,
587,On Hold,Deal,Confirm B2B Referral Paid,Single option,b94dd72bbd71e66917c6d4b9c589727e0d4b4ca9,,,,,
588,Handed Back,Deal,Confirm B2B Referral Paid,Single option,b94dd72bbd71e66917c6d4b9c589727e0d4b4ca9,,,,,
589,$1000 Armidale excess cover,Deal,Marketing Campaign (Offer),Multiple options,b7a4bca5421cffa272bf2bba0396d53925220272,,,,,
590,Mediation,Deal,Stage Approved,Single option,0cc0857c8d590f4d3c927c3bb42d66191dea9e7a,,,,,
591,Preliminary Ruling,Deal,Stage Approved,Single option,0cc0857c8d590f4d3c927c3bb42d66191dea9e7a,,,,,
592,Ombudsman Ruling,Deal,Stage Approved,Single option,0cc0857c8d590f4d3c927c3bb42d66191dea9e7a,,,,,
593,Lisa J - Brand Partnerships,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
594,Tye - Specific Landing page,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
595,Valentines 2025,Deal,BP: Promotions Offered,Multiple options,8591c1cc2f96aec279e18d4088d879d4f6de1cde,,,,,
596,Ella G Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
597,Tianna S Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
598,Tony H Referral,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
599,Jannika - Cold Outreach,Person,Lead Gen (do NOT use),Multiple options,fa155226b2a4ad441141f7832b2ac855d75cefa6,,,,,
600,Cafe,Deal,BP: Business Type,Multiple options,968d44b6b383d33145d22a2a3bedec64f9415baf,,,,,
601,Pub,Deal,BP: Business Type,Multiple options,968d44b6b383d33145d22a2a3bedec64f9415baf,,,,,
602,Restaurant,Deal,BP: Business Type,Multiple options,968d44b6b383d33145d22a2a3bedec64f9415baf,,,,,
603,No Address,,,,,,,,,
604,Referral Fees,Deal,BP - Partnership Terms,Multiple options,f6d3248a35f4670abdec836b215d4542e138599b,,,,,
